model,forecast_date,target,target_week_end_date,location_name,point,quantile_0.025,quantile_0.975
Auquan,2020-06-22,2 wk ahead cum death,2020-07-04,Michigan,6304,6090,6826
Auquan,2020-06-22,2 wk ahead cum death,2020-07-04,Minnesota,1632,1412,2056
Auquan,2020-06-22,2 wk ahead cum death,2020-07-04,Mississippi,1042,938,1229
Auquan,2020-06-22,2 wk ahead cum death,2020-07-04,Missouri,1077,965,1339
Auquan,2020-06-22,2 wk ahead cum death,2020-07-04,Montana,22,20,28
Auquan,2020-06-22,2 wk ahead cum death,2020-07-04,National,154679,131417,175619
Auquan,2020-06-22,2 wk ahead cum death,2020-07-04,Nebraska,305,244,445
Auquan,2020-06-22,2 wk ahead cum death,2020-07-04,Nevada,539,487,663
Auquan,2020-06-22,2 wk ahead cum death,2020-07-04,New Hampshire,394,339,451
Auquan,2020-06-22,2 wk ahead cum death,2020-07-04,New Jersey,13652,12939,15191
Auquan,2020-06-22,2 wk ahead cum death,2020-07-04,New Mexico,516,469,625
Auquan,2020-06-22,2 wk ahead cum death,2020-07-04,New York,32360,31125,35274
Auquan,2020-06-22,2 wk ahead cum death,2020-07-04,North Carolina,1451,1215,1904
Auquan,2020-06-22,2 wk ahead cum death,2020-07-04,North Dakota,88,77,116
Auquan,2020-06-22,2 wk ahead cum death,2020-07-04,Ohio,3016,2700,3603
Auquan,2020-06-22,2 wk ahead cum death,2020-07-04,Oklahoma,405,369,493
Auquan,2020-06-22,2 wk ahead cum death,2020-07-04,Oregon,216,188,282
Auquan,2020-06-22,2 wk ahead cum death,2020-07-04,Pennsylvania,6895,6423,7997
Auquan,2020-06-22,2 wk ahead cum death,2020-07-04,Rhode Island,953,894,1089
Auquan,2020-06-22,2 wk ahead cum death,2020-07-04,South Carolina,791,653,1128
Auquan,2020-06-22,2 wk ahead cum death,2020-07-04,South Dakota,102,81,155
Auquan,2020-06-22,2 wk ahead cum death,2020-07-04,Tennessee,653,526,939
Auquan,2020-06-22,2 wk ahead cum death,2020-07-04,Texas,2638,2191,3687
Auquan,2020-06-22,2 wk ahead cum death,2020-07-04,Utah,220,158,373
Auquan,2020-06-22,2 wk ahead cum death,2020-07-04,Vermont,59,56,69
Auquan,2020-06-22,2 wk ahead cum death,2020-07-04,Virginia,1809,1611,2277
Auquan,2020-06-22,2 wk ahead cum death,2020-07-04,Washington,1394,1270,1668
Auquan,2020-06-22,2 wk ahead cum death,2020-07-04,West Virginia,97,89,119
Auquan,2020-06-22,2 wk ahead cum death,2020-07-04,Wisconsin,848,744,1095
Auquan,2020-06-22,2 wk ahead cum death,2020-07-04,Wyoming,24,20,33
Auquan,2020-06-22,3 wk ahead cum death,2020-07-11,Alabama,1037,839,1513
Auquan,2020-06-22,3 wk ahead cum death,2020-07-11,Alaska,16,12,24
Auquan,2020-06-22,3 wk ahead cum death,2020-07-11,Arizona,1991,1349,3145
Auquan,2020-06-22,3 wk ahead cum death,2020-07-11,Arkansas,348,225,637
Auquan,2020-06-22,3 wk ahead cum death,2020-07-11,California,6875,5515,9893
Auquan,2020-06-22,3 wk ahead cum death,2020-07-11,Colorado,1782,1647,2101
Auquan,2020-06-22,3 wk ahead cum death,2020-07-11,Connecticut,4468,4260,4897
Auquan,2020-06-22,3 wk ahead cum death,2020-07-11,Delaware,482,435,594
Auquan,2020-06-22,3 wk ahead cum death,2020-07-11,District of Columbia,576,533,687
Auquan,2020-06-22,3 wk ahead cum death,2020-07-11,Florida,3984,3161,5744
Auquan,2020-06-22,3 wk ahead cum death,2020-07-11,Georgia,3318,2643,4171
Auquan,2020-06-22,3 wk ahead cum death,2020-07-11,Hawaii,20,17,29
Auquan,2020-06-22,3 wk ahead cum death,2020-07-11,Idaho,106,89,146
Auquan,2020-06-22,3 wk ahead cum death,2020-07-11,Illinois,7529,6647,9344
Auquan,2020-06-22,3 wk ahead cum death,2020-07-11,Indiana,2845,2540,3473
Auquan,2020-06-22,3 wk ahead cum death,2020-07-11,Iowa,798,686,1082
Auquan,2020-06-22,3 wk ahead cum death,2020-07-11,Kansas,309,257,437
Auquan,2020-06-22,3 wk ahead cum death,2020-07-11,Kentucky,602,526,766
Auquan,2020-06-22,3 wk ahead cum death,2020-07-11,Louisiana,3315,3105,3846
Auquan,2020-06-22,3 wk ahead cum death,2020-07-11,Maine,114,102,144
Auquan,2020-06-22,3 wk ahead cum death,2020-07-11,Maryland,3430,3066,4075
Auquan,2020-06-22,3 wk ahead cum death,2020-07-11,Massachusetts,8394,7857,9564
Auquan,2020-06-22,3 wk ahead cum death,2020-07-11,Michigan,6359,6090,7017
Auquan,2020-06-22,3 wk ahead cum death,2020-07-11,Minnesota,1689,1412,2222
Auquan,2020-06-22,3 wk ahead cum death,2020-07-11,Mississippi,1069,938,1305
Auquan,2020-06-22,3 wk ahead cum death,2020-07-11,Missouri,1132,965,1523
Auquan,2020-06-22,3 wk ahead cum death,2020-07-11,Montana,23,20,31
Auquan,2020-06-22,3 wk ahead cum death,2020-07-11,National,164726,134738,191704
Auquan,2020-06-22,3 wk ahead cum death,2020-07-11,Nebraska,321,244,497
Auquan,2020-06-22,3 wk ahead cum death,2020-07-11,Nevada,555,487,719
Auquan,2020-06-22,3 wk ahead cum death,2020-07-11,New Hampshire,408,339,480
Auquan,2020-06-22,3 wk ahead cum death,2020-07-11,New Jersey,13835,12939,15773
Auquan,2020-06-22,3 wk ahead cum death,2020-07-11,New Mexico,528,469,667
Auquan,2020-06-22,3 wk ahead cum death,2020-07-11,New York,32678,31125,36348
Auquan,2020-06-22,3 wk ahead cum death,2020-07-11,North Carolina,1512,1215,2082
Auquan,2020-06-22,3 wk ahead cum death,2020-07-11,North Dakota,91,77,126
Auquan,2020-06-22,3 wk ahead cum death,2020-07-11,Ohio,3141,2700,3960
Auquan,2020-06-22,3 wk ahead cum death,2020-07-11,Oklahoma,415,369,525
Auquan,2020-06-22,3 wk ahead cum death,2020-07-11,Oregon,225,188,312
Auquan,2020-06-22,3 wk ahead cum death,2020-07-11,Pennsylvania,7017,6423,8402
Auquan,2020-06-22,3 wk ahead cum death,2020-07-11,Rhode Island,970,894,1144
Auquan,2020-06-22,3 wk ahead cum death,2020-07-11,South Carolina,849,653,1319
Auquan,2020-06-22,3 wk ahead cum death,2020-07-11,South Dakota,108,81,174
Auquan,2020-06-22,3 wk ahead cum death,2020-07-11,Tennessee,688,526,1053
Auquan,2020-06-22,3 wk ahead cum death,2020-07-11,Texas,2772,2191,4141
Auquan,2020-06-22,3 wk ahead cum death,2020-07-11,Utah,236,158,429
Auquan,2020-06-22,3 wk ahead cum death,2020-07-11,Vermont,60,56,72
Auquan,2020-06-22,3 wk ahead cum death,2020-07-11,Virginia,1860,1611,2450
Auquan,2020-06-22,3 wk ahead cum death,2020-07-11,Washington,1444,1270,1825
Auquan,2020-06-22,3 wk ahead cum death,2020-07-11,West Virginia,99,89,127
Auquan,2020-06-22,3 wk ahead cum death,2020-07-11,Wisconsin,885,744,1223
Auquan,2020-06-22,3 wk ahead cum death,2020-07-11,Wyoming,25,20,37
Auquan,2020-06-22,4 wk ahead cum death,2020-07-18,Alabama,1075,839,1644
Auquan,2020-06-22,4 wk ahead cum death,2020-07-18,Alaska,16,12,25
Auquan,2020-06-22,4 wk ahead cum death,2020-07-18,Arizona,2109,1349,3476
Auquan,2020-06-22,4 wk ahead cum death,2020-07-18,Arkansas,376,225,730
Auquan,2020-06-22,4 wk ahead cum death,2020-07-18,California,7084,5515,10551
Auquan,2020-06-22,4 wk ahead cum death,2020-07-18,Colorado,1799,1647,2161
Auquan,2020-06-22,4 wk ahead cum death,2020-07-18,Connecticut,4494,4260,4976
Auquan,2020-06-22,4 wk ahead cum death,2020-07-18,Delaware,488,435,614
Auquan,2020-06-22,4 wk ahead cum death,2020-07-18,District of Columbia,582,533,708
Auquan,2020-06-22,4 wk ahead cum death,2020-07-18,Florida,4140,3161,6235
Auquan,2020-06-22,4 wk ahead cum death,2020-07-18,Georgia,3402,2643,4362
Auquan,2020-06-22,4 wk ahead cum death,2020-07-18,Hawaii,20,17,30
Auquan,2020-06-22,4 wk ahead cum death,2020-07-18,Idaho,108,89,153
Auquan,2020-06-22,4 wk ahead cum death,2020-07-18,Illinois,7639,6647,9680
Auquan,2020-06-22,4 wk ahead cum death,2020-07-18,Indiana,2906,2540,3661
Auquan,2020-06-22,4 wk ahead cum death,2020-07-18,Iowa,812,686,1132
Auquan,2020-06-22,4 wk ahead cum death,2020-07-18,Kansas,316,257,460
Auquan,2020-06-22,4 wk ahead cum death,2020-07-18,Kentucky,612,526,798
Auquan,2020-06-22,4 wk ahead cum death,2020-07-18,Louisiana,3341,3105,3941
Auquan,2020-06-22,4 wk ahead cum death,2020-07-18,Maine,116,102,149
Auquan,2020-06-22,4 wk ahead cum death,2020-07-18,Maryland,3476,3066,4204
Auquan,2020-06-22,4 wk ahead cum death,2020-07-18,Massachusetts,8478,7857,9830
Auquan,2020-06-22,4 wk ahead cum death,2020-07-18,Michigan,6392,6090,7133
Auquan,2020-06-22,4 wk ahead cum death,2020-07-18,Minnesota,1723,1412,2322
Auquan,2020-06-22,4 wk ahead cum death,2020-07-18,Mississippi,1086,938,1352
Auquan,2020-06-22,4 wk ahead cum death,2020-07-18,Missouri,1175,965,1662
Auquan,2020-06-22,4 wk ahead cum death,2020-07-18,Montana,23,20,32
Auquan,2020-06-22,4 wk ahead cum death,2020-07-18,National,171192,136872,202110
Auquan,2020-06-22,4 wk ahead cum death,2020-07-18,Nebraska,331,244,529
Auquan,2020-06-22,4 wk ahead cum death,2020-07-18,Nevada,566,487,756
Auquan,2020-06-22,4 wk ahead cum death,2020-07-18,New Hampshire,417,339,498
Auquan,2020-06-22,4 wk ahead cum death,2020-07-18,New Jersey,13946,12939,16128
Auquan,2020-06-22,4 wk ahead cum death,2020-07-18,New Mexico,536,469,693
Auquan,2020-06-22,4 wk ahead cum death,2020-07-18,New York,32870,31125,37002
Auquan,2020-06-22,4 wk ahead cum death,2020-07-18,North Carolina,1549,1215,2192
Auquan,2020-06-22,4 wk ahead cum death,2020-07-18,North Dakota,93,77,132
Auquan,2020-06-22,4 wk ahead cum death,2020-07-18,Ohio,3235,2700,4231
Auquan,2020-06-22,4 wk ahead cum death,2020-07-18,Oklahoma,421,369,544
Auquan,2020-06-22,4 wk ahead cum death,2020-07-18,Oregon,232,188,334
Auquan,2020-06-22,4 wk ahead cum death,2020-07-18,Pennsylvania,7091,6423,8648
Auquan,2020-06-22,4 wk ahead cum death,2020-07-18,Rhode Island,980,894,1179
Auquan,2020-06-22,4 wk ahead cum death,2020-07-18,South Carolina,894,653,1473
Auquan,2020-06-22,4 wk ahead cum death,2020-07-18,South Dakota,111,81,185
Auquan,2020-06-22,4 wk ahead cum death,2020-07-18,Tennessee,710,526,1124
Auquan,2020-06-22,4 wk ahead cum death,2020-07-18,Texas,2860,2191,4437
Auquan,2020-06-22,4 wk ahead cum death,2020-07-18,Utah,246,158,463
Auquan,2020-06-22,4 wk ahead cum death,2020-07-18,Vermont,61,56,74
Auquan,2020-06-22,4 wk ahead cum death,2020-07-18,Virginia,1891,1611,2555
Auquan,2020-06-22,4 wk ahead cum death,2020-07-18,Washington,1482,1270,1941
Auquan,2020-06-22,4 wk ahead cum death,2020-07-18,West Virginia,101,89,132
Auquan,2020-06-22,4 wk ahead cum death,2020-07-18,Wisconsin,912,744,1311
Auquan,2020-06-22,4 wk ahead cum death,2020-07-18,Wyoming,25,20,39
Covid19Sim,2020-06-22,1 wk ahead cum death,2020-06-27,Alabama,906,725,995
Covid19Sim,2020-06-22,1 wk ahead cum death,2020-06-27,Alaska,14,13,14
Covid19Sim,2020-06-22,1 wk ahead cum death,2020-06-27,Arizona,1777,1199,2020
Covid19Sim,2020-06-22,1 wk ahead cum death,2020-06-27,Arkansas,232,200,338
Covid19Sim,2020-06-22,1 wk ahead cum death,2020-06-27,California,5127,4116,5442
Covid19Sim,2020-06-22,1 wk ahead cum death,2020-06-27,Colorado,1572,1287,1631
Covid19Sim,2020-06-22,1 wk ahead cum death,2020-06-27,Connecticut,3876,3251,4067
Covid19Sim,2020-06-22,1 wk ahead cum death,2020-06-27,Delaware,440,357,475
Covid19Sim,2020-06-22,1 wk ahead cum death,2020-06-27,District of Columbia,533,442,571
Covid19Sim,2020-06-22,1 wk ahead cum death,2020-06-27,Florida,3245,2417,3496
Covid19Sim,2020-06-22,1 wk ahead cum death,2020-06-27,Georgia,2427,1924,2568
Covid19Sim,2020-06-22,1 wk ahead cum death,2020-06-27,Hawaii,18,17,18
Covid19Sim,2020-06-22,1 wk ahead cum death,2020-06-27,Idaho,96,84,98
Covid19Sim,2020-06-22,1 wk ahead cum death,2020-06-27,Illinois,5765,4813,6035
Covid19Sim,2020-06-22,1 wk ahead cum death,2020-06-27,Indiana,2416,1980,2511
Covid19Sim,2020-06-22,1 wk ahead cum death,2020-06-27,Iowa,699,539,800
Covid19Sim,2020-06-22,1 wk ahead cum death,2020-06-27,Kansas,258,232,263
Covid19Sim,2020-06-22,1 wk ahead cum death,2020-06-27,Kentucky,537,448,629
Covid19Sim,2020-06-22,1 wk ahead cum death,2020-06-27,Louisiana,2801,2303,2964
Covid19Sim,2020-06-22,1 wk ahead cum death,2020-06-27,Maine,103,93,124
Covid19Sim,2020-06-22,1 wk ahead cum death,2020-06-27,Maryland,2897,2383,3022
Covid19Sim,2020-06-22,1 wk ahead cum death,2020-06-27,Massachusetts,6600,5506,6905
Covid19Sim,2020-06-22,1 wk ahead cum death,2020-06-27,Michigan,5367,4659,5638
Covid19Sim,2020-06-22,1 wk ahead cum death,2020-06-27,Minnesota,1490,1055,1599
Covid19Sim,2020-06-22,1 wk ahead cum death,2020-06-27,Mississippi,1035,774,1129
Covid19Sim,2020-06-22,1 wk ahead cum death,2020-06-27,Missouri,964,784,1023
Covid19Sim,2020-06-22,1 wk ahead cum death,2020-06-27,Montana,19,19,23
Covid19Sim,2020-06-22,1 wk ahead cum death,2020-06-27,National,106609,89105,112748
Covid19Sim,2020-06-22,1 wk ahead cum death,2020-06-27,Nebraska,237,210,251
Covid19Sim,2020-06-22,1 wk ahead cum death,2020-06-27,Nevada,512,415,568
Covid19Sim,2020-06-22,1 wk ahead cum death,2020-06-27,New Hampshire,342,234,373
Covid19Sim,2020-06-22,1 wk ahead cum death,2020-06-27,New Jersey,10335,9010,10794
Covid19Sim,2020-06-22,1 wk ahead cum death,2020-06-27,New Mexico,488,374,560
Covid19Sim,2020-06-22,1 wk ahead cum death,2020-06-27,New York,24900,21831,25946
Covid19Sim,2020-06-22,1 wk ahead cum death,2020-06-27,North Carolina,1373,1088,1465
Covid19Sim,2020-06-22,1 wk ahead cum death,2020-06-27,North Dakota,75,65,92
Covid19Sim,2020-06-22,1 wk ahead cum death,2020-06-27,Ohio,2562,2087,2671
Covid19Sim,2020-06-22,1 wk ahead cum death,2020-06-27,Oklahoma,382,333,430
Covid19Sim,2020-06-22,1 wk ahead cum death,2020-06-27,Oregon,185,166,238
Covid19Sim,2020-06-22,1 wk ahead cum death,2020-06-27,Pennsylvania,5546,4663,5866
Covid19Sim,2020-06-22,1 wk ahead cum death,2020-06-27,Puerto Rico,172,157,181
Covid19Sim,2020-06-22,1 wk ahead cum death,2020-06-27,Rhode Island,829,670,885
Covid19Sim,2020-06-22,1 wk ahead cum death,2020-06-27,South Carolina,801,564,973
Covid19Sim,2020-06-22,1 wk ahead cum death,2020-06-27,South Dakota,82,70,88
Covid19Sim,2020-06-22,1 wk ahead cum death,2020-06-27,Tennessee,510,435,531
Covid19Sim,2020-06-22,1 wk ahead cum death,2020-06-27,Texas,2139,1804,2275
Covid19Sim,2020-06-22,1 wk ahead cum death,2020-06-27,Utah,196,163,206
Covid19Sim,2020-06-22,1 wk ahead cum death,2020-06-27,Vermont,57,53,57
Covid19Sim,2020-06-22,1 wk ahead cum death,2020-06-27,Virginia,1643,1343,1726
Covid19Sim,2020-06-22,1 wk ahead cum death,2020-06-27,Washington,1182,1028,1239
Covid19Sim,2020-06-22,1 wk ahead cum death,2020-06-27,West Virginia,88,80,99
Covid19Sim,2020-06-22,1 wk ahead cum death,2020-06-27,Wisconsin,740,621,805
Covid19Sim,2020-06-22,1 wk ahead cum death,2020-06-27,Wyoming,20,18,21
Covid19Sim,2020-06-22,2 wk ahead cum death,2020-07-04,Alabama,989,776,1097
Covid19Sim,2020-06-22,2 wk ahead cum death,2020-07-04,Alaska,15,14,16
Covid19Sim,2020-06-22,2 wk ahead cum death,2020-07-04,Arizona,2139,1365,2499
Covid19Sim,2020-06-22,2 wk ahead cum death,2020-07-04,Arkansas,272,233,420
Covid19Sim,2020-06-22,2 wk ahead cum death,2020-07-04,California,5474,4341,5837
Covid19Sim,2020-06-22,2 wk ahead cum death,2020-07-04,Colorado,1605,1309,1669
Covid19Sim,2020-06-22,2 wk ahead cum death,2020-07-04,Connecticut,3918,3277,4117
Covid19Sim,2020-06-22,2 wk ahead cum death,2020-07-04,Delaware,451,363,493
Covid19Sim,2020-06-22,2 wk ahead cum death,2020-07-04,District of Columbia,544,449,592
Covid19Sim,2020-06-22,2 wk ahead cum death,2020-07-04,Florida,3658,2580,3969
Covid19Sim,2020-06-22,2 wk ahead cum death,2020-07-04,Georgia,2557,1995,2722
Covid19Sim,2020-06-22,2 wk ahead cum death,2020-07-04,Hawaii,19,18,19
Covid19Sim,2020-06-22,2 wk ahead cum death,2020-07-04,Idaho,101,87,105
Covid19Sim,2020-06-22,2 wk ahead cum death,2020-07-04,Illinois,5874,4884,6156
Covid19Sim,2020-06-22,2 wk ahead cum death,2020-07-04,Indiana,2485,2021,2588
Covid19Sim,2020-06-22,2 wk ahead cum death,2020-07-04,Iowa,736,563,870
Covid19Sim,2020-06-22,2 wk ahead cum death,2020-07-04,Kansas,267,238,272
Covid19Sim,2020-06-22,2 wk ahead cum death,2020-07-04,Kentucky,557,464,680
Covid19Sim,2020-06-22,2 wk ahead cum death,2020-07-04,Louisiana,2867,2348,3054
Covid19Sim,2020-06-22,2 wk ahead cum death,2020-07-04,Maine,106,95,134
Covid19Sim,2020-06-22,2 wk ahead cum death,2020-07-04,Maryland,2970,2437,3102
Covid19Sim,2020-06-22,2 wk ahead cum death,2020-07-04,Massachusetts,6681,5563,6995
Covid19Sim,2020-06-22,2 wk ahead cum death,2020-07-04,Michigan,5404,4693,5679
Covid19Sim,2020-06-22,2 wk ahead cum death,2020-07-04,Minnesota,1554,1083,1690
Covid19Sim,2020-06-22,2 wk ahead cum death,2020-07-04,Mississippi,1110,810,1231
Covid19Sim,2020-06-22,2 wk ahead cum death,2020-07-04,Missouri,1010,807,1079
Covid19Sim,2020-06-22,2 wk ahead cum death,2020-07-04,Montana,21,20,27
Covid19Sim,2020-06-22,2 wk ahead cum death,2020-07-04,National,110040,91242,117027
Covid19Sim,2020-06-22,2 wk ahead cum death,2020-07-04,Nebraska,252,221,266
Covid19Sim,2020-06-22,2 wk ahead cum death,2020-07-04,Nevada,542,434,616
Covid19Sim,2020-06-22,2 wk ahead cum death,2020-07-04,New Hampshire,363,239,395
Covid19Sim,2020-06-22,2 wk ahead cum death,2020-07-04,New Jersey,10426,9074,10900
Covid19Sim,2020-06-22,2 wk ahead cum death,2020-07-04,New Mexico,516,385,611
Covid19Sim,2020-06-22,2 wk ahead cum death,2020-07-04,New York,25002,21971,26053
Covid19Sim,2020-06-22,2 wk ahead cum death,2020-07-04,North Carolina,1503,1181,1614
Covid19Sim,2020-06-22,2 wk ahead cum death,2020-07-04,North Dakota,78,68,99
Covid19Sim,2020-06-22,2 wk ahead cum death,2020-07-04,Ohio,2655,2154,2777
Covid19Sim,2020-06-22,2 wk ahead cum death,2020-07-04,Oklahoma,396,346,460
Covid19Sim,2020-06-22,2 wk ahead cum death,2020-07-04,Oregon,198,176,270
Covid19Sim,2020-06-22,2 wk ahead cum death,2020-07-04,Pennsylvania,5705,4742,6045
Covid19Sim,2020-06-22,2 wk ahead cum death,2020-07-04,Puerto Rico,183,167,198
Covid19Sim,2020-06-22,2 wk ahead cum death,2020-07-04,Rhode Island,852,682,916
Covid19Sim,2020-06-22,2 wk ahead cum death,2020-07-04,South Carolina,926,619,1186
Covid19Sim,2020-06-22,2 wk ahead cum death,2020-07-04,South Dakota,88,75,94
Covid19Sim,2020-06-22,2 wk ahead cum death,2020-07-04,Tennessee,557,474,579
Covid19Sim,2020-06-22,2 wk ahead cum death,2020-07-04,Texas,2324,1958,2476
Covid19Sim,2020-06-22,2 wk ahead cum death,2020-07-04,Utah,233,193,244
Covid19Sim,2020-06-22,2 wk ahead cum death,2020-07-04,Vermont,58,54,59
Covid19Sim,2020-06-22,2 wk ahead cum death,2020-07-04,Virginia,1700,1386,1790
Covid19Sim,2020-06-22,2 wk ahead cum death,2020-07-04,Washington,1216,1057,1276
Covid19Sim,2020-06-22,2 wk ahead cum death,2020-07-04,West Virginia,91,82,109
Covid19Sim,2020-06-22,2 wk ahead cum death,2020-07-04,Wisconsin,770,644,843
Covid19Sim,2020-06-22,2 wk ahead cum death,2020-07-04,Wyoming,21,20,23
Covid19Sim,2020-06-22,3 wk ahead cum death,2020-07-11,Alabama,1070,833,1199
Covid19Sim,2020-06-22,3 wk ahead cum death,2020-07-11,Alaska,17,15,17
Covid19Sim,2020-06-22,3 wk ahead cum death,2020-07-11,Arizona,2518,1541,3016
