model,forecast_date,target,target_week_end_date,location_name,point,quantile_0.025,quantile_0.975
Auquan,2020-06-08,2 wk ahead cum death,2020-06-20,Illinois,8504,6762,10058
Auquan,2020-06-08,2 wk ahead cum death,2020-06-20,Indiana,3129,2572,3587
Auquan,2020-06-08,2 wk ahead cum death,2020-06-20,Iowa,1211,828,1581
Auquan,2020-06-08,2 wk ahead cum death,2020-06-20,Kansas,378,282,465
Auquan,2020-06-08,2 wk ahead cum death,2020-06-20,Kentucky,645,539,742
Auquan,2020-06-08,2 wk ahead cum death,2020-06-20,Louisiana,3652,3233,4059
Auquan,2020-06-08,2 wk ahead cum death,2020-06-20,Maine,140,113,164
Auquan,2020-06-08,2 wk ahead cum death,2020-06-20,Maryland,3911,3179,4593
Auquan,2020-06-08,2 wk ahead cum death,2020-06-20,Massachusetts,8853,7843,9715
Auquan,2020-06-08,2 wk ahead cum death,2020-06-20,Michigan,7191,6397,7951
Auquan,2020-06-08,2 wk ahead cum death,2020-06-20,Minnesota,1876,1432,2306
Auquan,2020-06-08,2 wk ahead cum death,2020-06-20,Mississippi,1257,979,1528
Auquan,2020-06-08,2 wk ahead cum death,2020-06-20,Missouri,1132,935,1320
Auquan,2020-06-08,2 wk ahead cum death,2020-06-20,Montana,26,20,31
Auquan,2020-06-08,2 wk ahead cum death,2020-06-20,National,153500,131748,173800
Auquan,2020-06-08,2 wk ahead cum death,2020-06-20,Nebraska,405,258,537
Auquan,2020-06-08,2 wk ahead cum death,2020-06-20,Nevada,602,493,693
Auquan,2020-06-08,2 wk ahead cum death,2020-06-20,New Hampshire,394,328,457
Auquan,2020-06-08,2 wk ahead cum death,2020-06-20,New Jersey,14948,13109,16652
Auquan,2020-06-08,2 wk ahead cum death,2020-06-20,New Mexico,539,449,624
Auquan,2020-06-08,2 wk ahead cum death,2020-06-20,New York,35123,32146,37815
Auquan,2020-06-08,2 wk ahead cum death,2020-06-20,North Carolina,2030,1352,2590
Auquan,2020-06-08,2 wk ahead cum death,2020-06-20,North Dakota,128,93,165
Auquan,2020-06-08,2 wk ahead cum death,2020-06-20,Ohio,3166,2649,3643
Auquan,2020-06-08,2 wk ahead cum death,2020-06-20,Oklahoma,503,399,590
Auquan,2020-06-08,2 wk ahead cum death,2020-06-20,Oregon,226,187,265
Auquan,2020-06-08,2 wk ahead cum death,2020-06-20,Pennsylvania,7791,6703,8973
Auquan,2020-06-08,2 wk ahead cum death,2020-06-20,Rhode Island,1183,915,1422
Auquan,2020-06-08,2 wk ahead cum death,2020-06-20,South Carolina,791,641,941
Auquan,2020-06-08,2 wk ahead cum death,2020-06-20,South Dakota,140,94,186
Auquan,2020-06-08,2 wk ahead cum death,2020-06-20,Tennessee,788,557,1019
Auquan,2020-06-08,2 wk ahead cum death,2020-06-20,Texas,3216,2292,4001
Auquan,2020-06-08,2 wk ahead cum death,2020-06-20,Utah,297,183,396
Auquan,2020-06-08,2 wk ahead cum death,2020-06-20,Vermont,69,60,77
Auquan,2020-06-08,2 wk ahead cum death,2020-06-20,Virginia,2577,1828,3273
Auquan,2020-06-08,2 wk ahead cum death,2020-06-20,Washington,1521,1289,1740
Auquan,2020-06-08,2 wk ahead cum death,2020-06-20,West Virginia,141,101,177
Auquan,2020-06-08,2 wk ahead cum death,2020-06-20,Wisconsin,1062,804,1312
Auquan,2020-06-08,2 wk ahead cum death,2020-06-20,Wyoming,34,24,45
Auquan,2020-06-08,3 wk ahead cum death,2020-06-27,Alabama,1199,874,1471
Auquan,2020-06-08,3 wk ahead cum death,2020-06-27,Alaska,19,13,25
Auquan,2020-06-08,3 wk ahead cum death,2020-06-27,Arizona,1870,1363,2331
Auquan,2020-06-08,3 wk ahead cum death,2020-06-27,Arkansas,419,252,579
Auquan,2020-06-08,3 wk ahead cum death,2020-06-27,California,8452,5876,11077
Auquan,2020-06-08,3 wk ahead cum death,2020-06-27,Colorado,2185,1759,2592
Auquan,2020-06-08,3 wk ahead cum death,2020-06-27,Connecticut,5079,4436,5734
Auquan,2020-06-08,3 wk ahead cum death,2020-06-27,Delaware,640,492,781
Auquan,2020-06-08,3 wk ahead cum death,2020-06-27,District of Columbia,682,550,792
Auquan,2020-06-08,3 wk ahead cum death,2020-06-27,Florida,5639,3830,7401
Auquan,2020-06-08,3 wk ahead cum death,2020-06-27,Georgia,3538,2611,4307
Auquan,2020-06-08,3 wk ahead cum death,2020-06-27,Hawaii,28,20,35
Auquan,2020-06-08,3 wk ahead cum death,2020-06-27,Idaho,137,103,167
Auquan,2020-06-08,3 wk ahead cum death,2020-06-27,Illinois,9303,7027,11339
Auquan,2020-06-08,3 wk ahead cum death,2020-06-27,Indiana,3487,2689,4147
Auquan,2020-06-08,3 wk ahead cum death,2020-06-27,Iowa,1365,885,1827
Auquan,2020-06-08,3 wk ahead cum death,2020-06-27,Kansas,416,295,525
Auquan,2020-06-08,3 wk ahead cum death,2020-06-27,Kentucky,693,558,816
Auquan,2020-06-08,3 wk ahead cum death,2020-06-27,Louisiana,3885,3330,4430
Auquan,2020-06-08,3 wk ahead cum death,2020-06-27,Maine,151,117,182
Auquan,2020-06-08,3 wk ahead cum death,2020-06-27,Maryland,4285,3318,5190
Auquan,2020-06-08,3 wk ahead cum death,2020-06-27,Massachusetts,9266,7985,10362
Auquan,2020-06-08,3 wk ahead cum death,2020-06-27,Michigan,7529,6528,8483
Auquan,2020-06-08,3 wk ahead cum death,2020-06-27,Minnesota,2129,1520,2726
Auquan,2020-06-08,3 wk ahead cum death,2020-06-27,Mississippi,1371,1021,1711
Auquan,2020-06-08,3 wk ahead cum death,2020-06-27,Missouri,1214,966,1452
Auquan,2020-06-08,3 wk ahead cum death,2020-06-27,Montana,28,21,35
Auquan,2020-06-08,3 wk ahead cum death,2020-06-27,National,166921,138416,193590
Auquan,2020-06-08,3 wk ahead cum death,2020-06-27,Nebraska,462,276,628
Auquan,2020-06-08,3 wk ahead cum death,2020-06-27,Nevada,656,512,779
Auquan,2020-06-08,3 wk ahead cum death,2020-06-27,New Hampshire,431,343,516
Auquan,2020-06-08,3 wk ahead cum death,2020-06-27,New Jersey,15985,13456,18312
Auquan,2020-06-08,3 wk ahead cum death,2020-06-27,New Mexico,579,464,687
Auquan,2020-06-08,3 wk ahead cum death,2020-06-27,New York,36354,32603,39754
Auquan,2020-06-08,3 wk ahead cum death,2020-06-27,North Carolina,2284,1434,2984
Auquan,2020-06-08,3 wk ahead cum death,2020-06-27,North Dakota,149,101,201
Auquan,2020-06-08,3 wk ahead cum death,2020-06-27,Ohio,3379,2723,3985
Auquan,2020-06-08,3 wk ahead cum death,2020-06-27,Oklahoma,542,412,652
Auquan,2020-06-08,3 wk ahead cum death,2020-06-27,Oregon,242,193,291
Auquan,2020-06-08,3 wk ahead cum death,2020-06-27,Pennsylvania,8453,6966,10066
Auquan,2020-06-08,3 wk ahead cum death,2020-06-27,Rhode Island,1287,951,1587
Auquan,2020-06-08,3 wk ahead cum death,2020-06-27,South Carolina,885,677,1095
Auquan,2020-06-08,3 wk ahead cum death,2020-06-27,South Dakota,159,102,217
Auquan,2020-06-08,3 wk ahead cum death,2020-06-27,Tennessee,885,593,1178
Auquan,2020-06-08,3 wk ahead cum death,2020-06-27,Texas,3715,2454,4789
Auquan,2020-06-08,3 wk ahead cum death,2020-06-27,Utah,343,199,468
Auquan,2020-06-08,3 wk ahead cum death,2020-06-27,Vermont,73,62,83
Auquan,2020-06-08,3 wk ahead cum death,2020-06-27,Virginia,2862,1922,3736
Auquan,2020-06-08,3 wk ahead cum death,2020-06-27,Washington,1625,1326,1904
Auquan,2020-06-08,3 wk ahead cum death,2020-06-27,West Virginia,173,111,229
Auquan,2020-06-08,3 wk ahead cum death,2020-06-27,Wisconsin,1170,845,1486
Auquan,2020-06-08,3 wk ahead cum death,2020-06-27,Wyoming,39,26,53
Auquan,2020-06-08,4 wk ahead cum death,2020-07-04,Alabama,1279,902,1595
Auquan,2020-06-08,4 wk ahead cum death,2020-07-04,Alaska,21,14,27
Auquan,2020-06-08,4 wk ahead cum death,2020-07-04,Arizona,2012,1417,2553
Auquan,2020-06-08,4 wk ahead cum death,2020-07-04,Arkansas,472,272,666
Auquan,2020-06-08,4 wk ahead cum death,2020-07-04,California,9481,6197,13089
Auquan,2020-06-08,4 wk ahead cum death,2020-07-04,Colorado,2267,1787,2725
Auquan,2020-06-08,4 wk ahead cum death,2020-07-04,Connecticut,5206,4482,5942
Auquan,2020-06-08,4 wk ahead cum death,2020-07-04,Delaware,688,510,855
Auquan,2020-06-08,4 wk ahead cum death,2020-07-04,District of Columbia,711,560,838
Auquan,2020-06-08,4 wk ahead cum death,2020-07-04,Florida,6416,4125,8665
Auquan,2020-06-08,4 wk ahead cum death,2020-07-04,Georgia,3706,2664,4571
Auquan,2020-06-08,4 wk ahead cum death,2020-07-04,Hawaii,29,21,37
Auquan,2020-06-08,4 wk ahead cum death,2020-07-04,Idaho,144,105,178
Auquan,2020-06-08,4 wk ahead cum death,2020-07-04,Illinois,9827,7200,12178
Auquan,2020-06-08,4 wk ahead cum death,2020-07-04,Indiana,3781,2785,4596
Auquan,2020-06-08,4 wk ahead cum death,2020-07-04,Iowa,1457,920,1974
Auquan,2020-06-08,4 wk ahead cum death,2020-07-04,Kansas,439,303,563
Auquan,2020-06-08,4 wk ahead cum death,2020-07-04,Kentucky,722,569,862
Auquan,2020-06-08,4 wk ahead cum death,2020-07-04,Louisiana,4040,3394,4673
Auquan,2020-06-08,4 wk ahead cum death,2020-07-04,Maine,157,119,193
Auquan,2020-06-08,4 wk ahead cum death,2020-07-04,Maryland,4546,3415,5604
Auquan,2020-06-08,4 wk ahead cum death,2020-07-04,Massachusetts,9520,8071,10761
Auquan,2020-06-08,4 wk ahead cum death,2020-07-04,Michigan,7737,6609,8807
Auquan,2020-06-08,4 wk ahead cum death,2020-07-04,Minnesota,2322,1586,3042
Auquan,2020-06-08,4 wk ahead cum death,2020-07-04,Mississippi,1439,1047,1821
Auquan,2020-06-08,4 wk ahead cum death,2020-07-04,Missouri,1265,985,1532
Auquan,2020-06-08,4 wk ahead cum death,2020-07-04,Montana,30,21,38
Auquan,2020-06-08,4 wk ahead cum death,2020-07-04,National,175773,142818,206585
Auquan,2020-06-08,4 wk ahead cum death,2020-07-04,Nebraska,497,287,684
Auquan,2020-06-08,4 wk ahead cum death,2020-07-04,Nevada,696,526,843
Auquan,2020-06-08,4 wk ahead cum death,2020-07-04,New Hampshire,457,353,558
Auquan,2020-06-08,4 wk ahead cum death,2020-07-04,New Jersey,16779,13722,19579
Auquan,2020-06-08,4 wk ahead cum death,2020-07-04,New Mexico,603,473,727
Auquan,2020-06-08,4 wk ahead cum death,2020-07-04,New York,37104,32880,40941
Auquan,2020-06-08,4 wk ahead cum death,2020-07-04,North Carolina,2437,1483,3221
Auquan,2020-06-08,4 wk ahead cum death,2020-07-04,North Dakota,163,106,225
Auquan,2020-06-08,4 wk ahead cum death,2020-07-04,Ohio,3510,2768,4195
Auquan,2020-06-08,4 wk ahead cum death,2020-07-04,Oklahoma,566,420,690
Auquan,2020-06-08,4 wk ahead cum death,2020-07-04,Oregon,252,197,308
Auquan,2020-06-08,4 wk ahead cum death,2020-07-04,Pennsylvania,8925,7153,10847
Auquan,2020-06-08,4 wk ahead cum death,2020-07-04,Rhode Island,1350,974,1686
Auquan,2020-06-08,4 wk ahead cum death,2020-07-04,South Carolina,958,706,1220
Auquan,2020-06-08,4 wk ahead cum death,2020-07-04,South Dakota,171,106,237
Auquan,2020-06-08,4 wk ahead cum death,2020-07-04,Tennessee,944,615,1277
Auquan,2020-06-08,4 wk ahead cum death,2020-07-04,Texas,4062,2567,5338
Auquan,2020-06-08,4 wk ahead cum death,2020-07-04,Utah,370,209,512
Auquan,2020-06-08,4 wk ahead cum death,2020-07-04,Vermont,75,62,87
Auquan,2020-06-08,4 wk ahead cum death,2020-07-04,Virginia,3035,1980,4016
Auquan,2020-06-08,4 wk ahead cum death,2020-07-04,Washington,1691,1350,2012
Auquan,2020-06-08,4 wk ahead cum death,2020-07-04,West Virginia,199,119,272
Auquan,2020-06-08,4 wk ahead cum death,2020-07-04,Wisconsin,1236,870,1592
Auquan,2020-06-08,4 wk ahead cum death,2020-07-04,Wyoming,42,27,57
Covid19Sim,2020-06-08,1 wk ahead cum death,2020-06-13,Alabama,700,697,757
Covid19Sim,2020-06-08,1 wk ahead cum death,2020-06-13,Alaska,11,11,11
Covid19Sim,2020-06-08,1 wk ahead cum death,2020-06-13,Arizona,1008,986,1197
Covid19Sim,2020-06-08,1 wk ahead cum death,2020-06-13,Arkansas,163,161,176
Covid19Sim,2020-06-08,1 wk ahead cum death,2020-06-13,California,4668,4593,5051
Covid19Sim,2020-06-08,1 wk ahead cum death,2020-06-13,Colorado,1539,1518,1647
Covid19Sim,2020-06-08,1 wk ahead cum death,2020-06-13,Connecticut,4135,4065,4279
Covid19Sim,2020-06-08,1 wk ahead cum death,2020-06-13,Delaware,392,389,419
Covid19Sim,2020-06-08,1 wk ahead cum death,2020-06-13,District of Columbia,489,487,517
Covid19Sim,2020-06-08,1 wk ahead cum death,2020-06-13,Florida,2642,2606,2934
Covid19Sim,2020-06-08,1 wk ahead cum death,2020-06-13,Georgia,2224,2206,2370
Covid19Sim,2020-06-08,1 wk ahead cum death,2020-06-13,Hawaii,17,17,17
Covid19Sim,2020-06-08,1 wk ahead cum death,2020-06-13,Idaho,87,86,88
Covid19Sim,2020-06-08,1 wk ahead cum death,2020-06-13,Illinois,5915,5806,6417
Covid19Sim,2020-06-08,1 wk ahead cum death,2020-06-13,Indiana,2314,2242,2465
Covid19Sim,2020-06-08,1 wk ahead cum death,2020-06-13,Iowa,614,610,665
Covid19Sim,2020-06-08,1 wk ahead cum death,2020-06-13,Kansas,244,242,249
Covid19Sim,2020-06-08,1 wk ahead cum death,2020-06-13,Kentucky,467,464,511
Covid19Sim,2020-06-08,1 wk ahead cum death,2020-06-13,Louisiana,2911,2891,3062
Covid19Sim,2020-06-08,1 wk ahead cum death,2020-06-13,Maine,96,93,112
Covid19Sim,2020-06-08,1 wk ahead cum death,2020-06-13,Maryland,2800,2723,3023
Covid19Sim,2020-06-08,1 wk ahead cum death,2020-06-13,Massachusetts,7416,7318,7709
Covid19Sim,2020-06-08,1 wk ahead cum death,2020-06-13,Michigan,5699,5655,5939
Covid19Sim,2020-06-08,1 wk ahead cum death,2020-06-13,Minnesota,1243,1151,1353
Covid19Sim,2020-06-08,1 wk ahead cum death,2020-06-13,Mississippi,798,784,926
Covid19Sim,2020-06-08,1 wk ahead cum death,2020-06-13,Missouri,819,811,879
Covid19Sim,2020-06-08,1 wk ahead cum death,2020-06-13,Montana,18,18,18
Covid19Sim,2020-06-08,1 wk ahead cum death,2020-06-13,National,110972,109576,116808
Covid19Sim,2020-06-08,1 wk ahead cum death,2020-06-13,Nebraska,212,209,215
Covid19Sim,2020-06-08,1 wk ahead cum death,2020-06-13,Nevada,440,437,462
Covid19Sim,2020-06-08,1 wk ahead cum death,2020-06-13,New Hampshire,258,254,321
Covid19Sim,2020-06-08,1 wk ahead cum death,2020-06-13,New Jersey,12115,12022,12490
Covid19Sim,2020-06-08,1 wk ahead cum death,2020-06-13,New Mexico,385,382,436
Covid19Sim,2020-06-08,1 wk ahead cum death,2020-06-13,New York,30638,30453,31465
Covid19Sim,2020-06-08,1 wk ahead cum death,2020-06-13,North Carolina,1065,1052,1178
Covid19Sim,2020-06-08,1 wk ahead cum death,2020-06-13,North Dakota,69,63,79
Covid19Sim,2020-06-08,1 wk ahead cum death,2020-06-13,Ohio,2395,2311,2585
Covid19Sim,2020-06-08,1 wk ahead cum death,2020-06-13,Oklahoma,353,351,365
Covid19Sim,2020-06-08,1 wk ahead cum death,2020-06-13,Oregon,164,162,169
Covid19Sim,2020-06-08,1 wk ahead cum death,2020-06-13,Pennsylvania,5917,5790,6294
Covid19Sim,2020-06-08,1 wk ahead cum death,2020-06-13,Puerto Rico,149,142,154
Covid19Sim,2020-06-08,1 wk ahead cum death,2020-06-13,Rhode Island,764,750,844
Covid19Sim,2020-06-08,1 wk ahead cum death,2020-06-13,South Carolina,530,527,597
Covid19Sim,2020-06-08,1 wk ahead cum death,2020-06-13,South Dakota,71,70,72
Covid19Sim,2020-06-08,1 wk ahead cum death,2020-06-13,Tennessee,441,436,444
Covid19Sim,2020-06-08,1 wk ahead cum death,2020-06-13,Texas,1898,1886,1998
Covid19Sim,2020-06-08,1 wk ahead cum death,2020-06-13,Utah,138,137,141
Covid19Sim,2020-06-08,1 wk ahead cum death,2020-06-13,Vermont,56,56,56
Covid19Sim,2020-06-08,1 wk ahead cum death,2020-06-13,Virginia,1556,1540,1622
Covid19Sim,2020-06-08,1 wk ahead cum death,2020-06-13,Washington,1170,1166,1207
Covid19Sim,2020-06-08,1 wk ahead cum death,2020-06-13,West Virginia,82,77,88
Covid19Sim,2020-06-08,1 wk ahead cum death,2020-06-13,Wisconsin,663,657,716
Covid19Sim,2020-06-08,1 wk ahead cum death,2020-06-13,Wyoming,18,18,18
Covid19Sim,2020-06-08,2 wk ahead cum death,2020-06-20,Alabama,742,735,827
Covid19Sim,2020-06-08,2 wk ahead cum death,2020-06-20,Alaska,11,11,12
Covid19Sim,2020-06-08,2 wk ahead cum death,2020-06-20,Arizona,1059,1029,1360
Covid19Sim,2020-06-08,2 wk ahead cum death,2020-06-20,Arkansas,184,181,200
Covid19Sim,2020-06-08,2 wk ahead cum death,2020-06-20,California,4924,4840,5514
Covid19Sim,2020-06-08,2 wk ahead cum death,2020-06-20,Colorado,1573,1549,1736
Covid19Sim,2020-06-08,2 wk ahead cum death,2020-06-20,Connecticut,4205,4106,4422
Covid19Sim,2020-06-08,2 wk ahead cum death,2020-06-20,Delaware,402,398,441
Covid19Sim,2020-06-08,2 wk ahead cum death,2020-06-20,District of Columbia,500,496,539
Covid19Sim,2020-06-08,2 wk ahead cum death,2020-06-20,Florida,2733,2693,3200
Covid19Sim,2020-06-08,2 wk ahead cum death,2020-06-20,Georgia,2295,2272,2527
Covid19Sim,2020-06-08,2 wk ahead cum death,2020-06-20,Hawaii,17,17,17
Covid19Sim,2020-06-08,2 wk ahead cum death,2020-06-20,Idaho,90,89,92
Covid19Sim,2020-06-08,2 wk ahead cum death,2020-06-20,Illinois,6105,5968,6847
Covid19Sim,2020-06-08,2 wk ahead cum death,2020-06-20,Indiana,2375,2288,2611
Covid19Sim,2020-06-08,2 wk ahead cum death,2020-06-20,Iowa,643,639,718
Covid19Sim,2020-06-08,2 wk ahead cum death,2020-06-20,Kansas,254,251,261
Covid19Sim,2020-06-08,2 wk ahead cum death,2020-06-20,Kentucky,481,478,547
Covid19Sim,2020-06-08,2 wk ahead cum death,2020-06-20,Louisiana,2957,2936,3191
Covid19Sim,2020-06-08,2 wk ahead cum death,2020-06-20,Maine,100,96,124
Covid19Sim,2020-06-08,2 wk ahead cum death,2020-06-20,Maryland,2909,2811,3253
Covid19Sim,2020-06-08,2 wk ahead cum death,2020-06-20,Massachusetts,7571,7436,8032
Covid19Sim,2020-06-08,2 wk ahead cum death,2020-06-20,Michigan,5768,5704,6127
Covid19Sim,2020-06-08,2 wk ahead cum death,2020-06-20,Minnesota,1320,1202,1489
Covid19Sim,2020-06-08,2 wk ahead cum death,2020-06-20,Mississippi,830,811,1028
Covid19Sim,2020-06-08,2 wk ahead cum death,2020-06-20,Missouri,839,830,939
Covid19Sim,2020-06-08,2 wk ahead cum death,2020-06-20,Montana,18,18,18
Covid19Sim,2020-06-08,2 wk ahead cum death,2020-06-20,National,113643,111832,122381
Covid19Sim,2020-06-08,2 wk ahead cum death,2020-06-20,Nebraska,233,230,238
Covid19Sim,2020-06-08,2 wk ahead cum death,2020-06-20,Nevada,452,448,483
Covid19Sim,2020-06-08,2 wk ahead cum death,2020-06-20,New Hampshire,264,261,359
Covid19Sim,2020-06-08,2 wk ahead cum death,2020-06-20,New Jersey,12272,12144,12808
Covid19Sim,2020-06-08,2 wk ahead cum death,2020-06-20,New Mexico,397,393,478
Covid19Sim,2020-06-08,2 wk ahead cum death,2020-06-20,New York,30951,30695,32087
Covid19Sim,2020-06-08,2 wk ahead cum death,2020-06-20,North Carolina,1144,1127,1320
Covid19Sim,2020-06-08,2 wk ahead cum death,2020-06-20,North Dakota,72,65,88
Covid19Sim,2020-06-08,2 wk ahead cum death,2020-06-20,Ohio,2463,2364,2760
Covid19Sim,2020-06-08,2 wk ahead cum death,2020-06-20,Oklahoma,361,359,379
Covid19Sim,2020-06-08,2 wk ahead cum death,2020-06-20,Oregon,168,166,175
Covid19Sim,2020-06-08,2 wk ahead cum death,2020-06-20,Pennsylvania,6029,5872,6586
Covid19Sim,2020-06-08,2 wk ahead cum death,2020-06-20,Puerto Rico,158,146,169
Covid19Sim,2020-06-08,2 wk ahead cum death,2020-06-20,Rhode Island,780,764,901
Covid19Sim,2020-06-08,2 wk ahead cum death,2020-06-20,South Carolina,554,547,658
Covid19Sim,2020-06-08,2 wk ahead cum death,2020-06-20,South Dakota,77,76,78
Covid19Sim,2020-06-08,2 wk ahead cum death,2020-06-20,Tennessee,481,473,486
Covid19Sim,2020-06-08,2 wk ahead cum death,2020-06-20,Texas,2019,2004,2153
Covid19Sim,2020-06-08,2 wk ahead cum death,2020-06-20,Utah,155,153,160
Covid19Sim,2020-06-08,2 wk ahead cum death,2020-06-20,Vermont,56,56,57
Covid19Sim,2020-06-08,2 wk ahead cum death,2020-06-20,Virginia,1648,1624,1738
Covid19Sim,2020-06-08,2 wk ahead cum death,2020-06-20,Washington,1196,1191,1250
Covid19Sim,2020-06-08,2 wk ahead cum death,2020-06-20,West Virginia,85,78,94
Covid19Sim,2020-06-08,2 wk ahead cum death,2020-06-20,Wisconsin,702,695,782
Covid19Sim,2020-06-08,2 wk ahead cum death,2020-06-20,Wyoming,19,19,19
Covid19Sim,2020-06-08,3 wk ahead cum death,2020-06-27,Alabama,788,776,896
Covid19Sim,2020-06-08,3 wk ahead cum death,2020-06-27,Alaska,12,12,13
Covid19Sim,2020-06-08,3 wk ahead cum death,2020-06-27,Arizona,1114,1075,1525
