model,forecast_date,target,target_week_end_date,location_name,point,quantile_0.025,quantile_0.975
Covid19Sim,7/27/2020,2 wk ahead cum death,8/8/2020,New Jersey,15901,14433,15978
Covid19Sim,7/27/2020,2 wk ahead cum death,8/8/2020,New Mexico,657,592,711
Covid19Sim,7/27/2020,2 wk ahead cum death,8/8/2020,New York,32563,32428,32678
Covid19Sim,7/27/2020,2 wk ahead cum death,8/8/2020,North Carolina,2141,2119,2148
Covid19Sim,7/27/2020,2 wk ahead cum death,8/8/2020,North Dakota,111,93,115
Covid19Sim,7/27/2020,2 wk ahead cum death,8/8/2020,Ohio,3614,3293,3655
Covid19Sim,7/27/2020,2 wk ahead cum death,8/8/2020,Oklahoma,611,602,626
Covid19Sim,7/27/2020,2 wk ahead cum death,8/8/2020,Oregon,332,324,350
Covid19Sim,7/27/2020,2 wk ahead cum death,8/8/2020,Pennsylvania,7334,6932,7398
Covid19Sim,7/27/2020,2 wk ahead cum death,8/8/2020,Puerto Rico,245,239,252
Covid19Sim,7/27/2020,2 wk ahead cum death,8/8/2020,Rhode Island,1052,949,1064
Covid19Sim,7/27/2020,2 wk ahead cum death,8/8/2020,South Carolina,1649,1436,1710
Covid19Sim,7/27/2020,2 wk ahead cum death,8/8/2020,South Dakota,121,117,125
Covid19Sim,7/27/2020,2 wk ahead cum death,8/8/2020,Tennessee,1328,1314,1348
Covid19Sim,7/27/2020,2 wk ahead cum death,8/8/2020,Texas,6233,6109,6404
Covid19Sim,7/27/2020,2 wk ahead cum death,8/8/2020,Utah,424,396,440
Covid19Sim,7/27/2020,2 wk ahead cum death,8/8/2020,Vermont,59,56,60
Covid19Sim,7/27/2020,2 wk ahead cum death,8/8/2020,Virginia,2231,2086,2242
Covid19Sim,7/27/2020,2 wk ahead cum death,8/8/2020,Washington,1636,1603,1650
Covid19Sim,7/27/2020,2 wk ahead cum death,8/8/2020,West Virginia,128,111,133
Covid19Sim,7/27/2020,2 wk ahead cum death,8/8/2020,Wisconsin,1061,1029,1079
Covid19Sim,7/27/2020,2 wk ahead cum death,8/8/2020,Wyoming,33,21,35
Covid19Sim,7/27/2020,3 wk ahead cum death,8/15/2020,Alabama,1857,1698,1925
Covid19Sim,7/27/2020,3 wk ahead cum death,8/15/2020,Alaska,38,29,43
Covid19Sim,7/27/2020,3 wk ahead cum death,8/15/2020,Arizona,4018,3215,4333
Covid19Sim,7/27/2020,3 wk ahead cum death,8/15/2020,Arkansas,603,588,612
Covid19Sim,7/27/2020,3 wk ahead cum death,8/15/2020,California,10680,10344,11185
Covid19Sim,7/27/2020,3 wk ahead cum death,8/15/2020,Colorado,1922,1899,1939
Covid19Sim,7/27/2020,3 wk ahead cum death,8/15/2020,Connecticut,4433,4364,4461
Covid19Sim,7/27/2020,3 wk ahead cum death,8/15/2020,Delaware,570,507,657
Covid19Sim,7/27/2020,3 wk ahead cum death,8/15/2020,District of Columbia,594,577,602
Covid19Sim,7/27/2020,3 wk ahead cum death,8/15/2020,Florida,9193,9000,9676
Covid19Sim,7/27/2020,3 wk ahead cum death,8/15/2020,Georgia,4504,4377,4620
Covid19Sim,7/27/2020,3 wk ahead cum death,8/15/2020,Hawaii,32,29,33
Covid19Sim,7/27/2020,3 wk ahead cum death,8/15/2020,Idaho,331,308,358
Covid19Sim,7/27/2020,3 wk ahead cum death,8/15/2020,Illinois,7913,7470,7951
Covid19Sim,7/27/2020,3 wk ahead cum death,8/15/2020,Indiana,3068,2932,3087
Covid19Sim,7/27/2020,3 wk ahead cum death,8/15/2020,Iowa,987,965,997
Covid19Sim,7/27/2020,3 wk ahead cum death,8/15/2020,Kansas,480,458,498
Covid19Sim,7/27/2020,3 wk ahead cum death,8/15/2020,Kentucky,832,765,900
Covid19Sim,7/27/2020,3 wk ahead cum death,8/15/2020,Louisiana,4170,4095,4270
Covid19Sim,7/27/2020,3 wk ahead cum death,8/15/2020,Maine,121,109,127
Covid19Sim,7/27/2020,3 wk ahead cum death,8/15/2020,Maryland,3598,3507,3608
Covid19Sim,7/27/2020,3 wk ahead cum death,8/15/2020,Massachusetts,8499,8265,8550
Covid19Sim,7/27/2020,3 wk ahead cum death,8/15/2020,Michigan,6582,6508,6607
Covid19Sim,7/27/2020,3 wk ahead cum death,8/15/2020,Minnesota,1812,1758,1842
Covid19Sim,7/27/2020,3 wk ahead cum death,8/15/2020,Mississippi,1949,1451,2006
Covid19Sim,7/27/2020,3 wk ahead cum death,8/15/2020,Missouri,1458,1382,1477
Covid19Sim,7/27/2020,3 wk ahead cum death,8/15/2020,Montana,71,29,76
Covid19Sim,7/27/2020,3 wk ahead cum death,8/15/2020,National,161266,158169,168388
Covid19Sim,7/27/2020,3 wk ahead cum death,8/15/2020,Nebraska,380,370,385
Covid19Sim,7/27/2020,3 wk ahead cum death,8/15/2020,Nevada,999,980,1037
Covid19Sim,7/27/2020,3 wk ahead cum death,8/15/2020,New Hampshire,436,363,454
Covid19Sim,7/27/2020,3 wk ahead cum death,8/15/2020,New Jersey,16010,14462,16107
Covid19Sim,7/27/2020,3 wk ahead cum death,8/15/2020,New Mexico,689,620,760
Covid19Sim,7/27/2020,3 wk ahead cum death,8/15/2020,New York,32631,32443,32863
Covid19Sim,7/27/2020,3 wk ahead cum death,8/15/2020,North Carolina,2327,2304,2336
Covid19Sim,7/27/2020,3 wk ahead cum death,8/15/2020,North Dakota,122,101,127
Covid19Sim,7/27/2020,3 wk ahead cum death,8/15/2020,Ohio,3782,3447,3836
Covid19Sim,7/27/2020,3 wk ahead cum death,8/15/2020,Oklahoma,681,669,700
Covid19Sim,7/27/2020,3 wk ahead cum death,8/15/2020,Oregon,365,355,382
Covid19Sim,7/27/2020,3 wk ahead cum death,8/15/2020,Pennsylvania,7443,7026,7527
Covid19Sim,7/27/2020,3 wk ahead cum death,8/15/2020,Puerto Rico,275,265,285
Covid19Sim,7/27/2020,3 wk ahead cum death,8/15/2020,Rhode Island,1071,955,1087
Covid19Sim,7/27/2020,3 wk ahead cum death,8/15/2020,South Carolina,1858,1640,1930
Covid19Sim,7/27/2020,3 wk ahead cum death,8/15/2020,South Dakota,127,121,130
Covid19Sim,7/27/2020,3 wk ahead cum death,8/15/2020,Tennessee,1575,1558,1603
Covid19Sim,7/27/2020,3 wk ahead cum death,8/15/2020,Texas,7465,7298,7644
Covid19Sim,7/27/2020,3 wk ahead cum death,8/15/2020,Utah,480,447,496
Covid19Sim,7/27/2020,3 wk ahead cum death,8/15/2020,Vermont,60,56,61
Covid19Sim,7/27/2020,3 wk ahead cum death,8/15/2020,Virginia,2318,2174,2332
Covid19Sim,7/27/2020,3 wk ahead cum death,8/15/2020,Washington,1719,1686,1735
Covid19Sim,7/27/2020,3 wk ahead cum death,8/15/2020,West Virginia,143,120,152
Covid19Sim,7/27/2020,3 wk ahead cum death,8/15/2020,Wisconsin,1150,1109,1168
Covid19Sim,7/27/2020,3 wk ahead cum death,8/15/2020,Wyoming,37,22,39
Covid19Sim,7/27/2020,4 wk ahead cum death,8/22/2020,Alabama,2063,1901,2138
Covid19Sim,7/27/2020,4 wk ahead cum death,8/22/2020,Alaska,46,35,55
Covid19Sim,7/27/2020,4 wk ahead cum death,8/22/2020,Arizona,4374,3560,4719
Covid19Sim,7/27/2020,4 wk ahead cum death,8/22/2020,Arkansas,676,657,688
Covid19Sim,7/27/2020,4 wk ahead cum death,8/22/2020,California,11794,11465,12316
Covid19Sim,7/27/2020,4 wk ahead cum death,8/22/2020,Colorado,1983,1958,1999
Covid19Sim,7/27/2020,4 wk ahead cum death,8/22/2020,Connecticut,4441,4368,4484
Covid19Sim,7/27/2020,4 wk ahead cum death,8/22/2020,Delaware,584,516,689
Covid19Sim,7/27/2020,4 wk ahead cum death,8/22/2020,District of Columbia,599,581,608
Covid19Sim,7/27/2020,4 wk ahead cum death,8/22/2020,Florida,10750,10498,11283
Covid19Sim,7/27/2020,4 wk ahead cum death,8/22/2020,Georgia,4958,4792,5087
Covid19Sim,7/27/2020,4 wk ahead cum death,8/22/2020,Hawaii,35,33,37
Covid19Sim,7/27/2020,4 wk ahead cum death,8/22/2020,Idaho,411,378,462
Covid19Sim,7/27/2020,4 wk ahead cum death,8/22/2020,Illinois,8054,7609,8095
Covid19Sim,7/27/2020,4 wk ahead cum death,8/22/2020,Indiana,3145,3008,3165
Covid19Sim,7/27/2020,4 wk ahead cum death,8/22/2020,Iowa,1048,1016,1061
Covid19Sim,7/27/2020,4 wk ahead cum death,8/22/2020,Kansas,538,505,560
Covid19Sim,7/27/2020,4 wk ahead cum death,8/22/2020,Kentucky,898,827,974
Covid19Sim,7/27/2020,4 wk ahead cum death,8/22/2020,Louisiana,4417,4321,4524
Covid19Sim,7/27/2020,4 wk ahead cum death,8/22/2020,Maine,122,111,128
Covid19Sim,7/27/2020,4 wk ahead cum death,8/22/2020,Maryland,3664,3573,3679
Covid19Sim,7/27/2020,4 wk ahead cum death,8/22/2020,Massachusetts,8529,8292,8585
Covid19Sim,7/27/2020,4 wk ahead cum death,8/22/2020,Michigan,6659,6587,6690
Covid19Sim,7/27/2020,4 wk ahead cum death,8/22/2020,Minnesota,1875,1814,1902
Covid19Sim,7/27/2020,4 wk ahead cum death,8/22/2020,Mississippi,2127,1576,2204
Covid19Sim,7/27/2020,4 wk ahead cum death,8/22/2020,Missouri,1581,1502,1608
Covid19Sim,7/27/2020,4 wk ahead cum death,8/22/2020,Montana,90,32,99
Covid19Sim,7/27/2020,4 wk ahead cum death,8/22/2020,National,169148,166090,177414
Covid19Sim,7/27/2020,4 wk ahead cum death,8/22/2020,Nebraska,404,390,410
Covid19Sim,7/27/2020,4 wk ahead cum death,8/22/2020,Nevada,1127,1098,1168
Covid19Sim,7/27/2020,4 wk ahead cum death,8/22/2020,New Hampshire,442,364,463
Covid19Sim,7/27/2020,4 wk ahead cum death,8/22/2020,New Jersey,16108,14490,16230
Covid19Sim,7/27/2020,4 wk ahead cum death,8/22/2020,New Mexico,722,649,809
Covid19Sim,7/27/2020,4 wk ahead cum death,8/22/2020,New York,32696,32452,32965
Covid19Sim,7/27/2020,4 wk ahead cum death,8/22/2020,North Carolina,2516,2488,2527
Covid19Sim,7/27/2020,4 wk ahead cum death,8/22/2020,North Dakota,136,110,141
Covid19Sim,7/27/2020,4 wk ahead cum death,8/22/2020,Ohio,3951,3606,4017
Covid19Sim,7/27/2020,4 wk ahead cum death,8/22/2020,Oklahoma,756,736,778
Covid19Sim,7/27/2020,4 wk ahead cum death,8/22/2020,Oregon,399,384,413
Covid19Sim,7/27/2020,4 wk ahead cum death,8/22/2020,Pennsylvania,7552,7126,7650
Covid19Sim,7/27/2020,4 wk ahead cum death,8/22/2020,Puerto Rico,306,294,321
Covid19Sim,7/27/2020,4 wk ahead cum death,8/22/2020,Rhode Island,1090,961,1111
Covid19Sim,7/27/2020,4 wk ahead cum death,8/22/2020,South Carolina,2069,1847,2149
Covid19Sim,7/27/2020,4 wk ahead cum death,8/22/2020,South Dakota,132,126,136
Covid19Sim,7/27/2020,4 wk ahead cum death,8/22/2020,Tennessee,1847,1826,1883
Covid19Sim,7/27/2020,4 wk ahead cum death,8/22/2020,Texas,8734,8516,8946
Covid19Sim,7/27/2020,4 wk ahead cum death,8/22/2020,Utah,536,498,552
Covid19Sim,7/27/2020,4 wk ahead cum death,8/22/2020,Vermont,60,56,61
Covid19Sim,7/27/2020,4 wk ahead cum death,8/22/2020,Virginia,2409,2266,2428
Covid19Sim,7/27/2020,4 wk ahead cum death,8/22/2020,Washington,1805,1770,1822
Covid19Sim,7/27/2020,4 wk ahead cum death,8/22/2020,West Virginia,159,131,173
Covid19Sim,7/27/2020,4 wk ahead cum death,8/22/2020,Wisconsin,1244,1191,1263
Covid19Sim,7/27/2020,4 wk ahead cum death,8/22/2020,Wyoming,42,23,45
MIT-ORC,7/27/2020,1 wk ahead cum death,8/1/2020,Alabama,1679,1592,1766
MIT-ORC,7/27/2020,1 wk ahead cum death,8/1/2020,Alaska,25,21,29
MIT-ORC,7/27/2020,1 wk ahead cum death,8/1/2020,Arizona,3631,3413,3849
MIT-ORC,7/27/2020,1 wk ahead cum death,8/1/2020,Arkansas,451,432,470
MIT-ORC,7/27/2020,1 wk ahead cum death,8/1/2020,California,9424,9044,9804
MIT-ORC,7/27/2020,1 wk ahead cum death,8/1/2020,Colorado,1854,1827,1881
MIT-ORC,7/27/2020,1 wk ahead cum death,8/1/2020,Connecticut,4419,4413,4440
MIT-ORC,7/27/2020,1 wk ahead cum death,8/1/2020,Delaware,592,579,660
MIT-ORC,7/27/2020,1 wk ahead cum death,8/1/2020,District of Columbia,590,584,596
MIT-ORC,7/27/2020,1 wk ahead cum death,8/1/2020,Florida,6718,6430,7006
MIT-ORC,7/27/2020,1 wk ahead cum death,8/1/2020,Georgia,3863,3683,4043
MIT-ORC,7/27/2020,1 wk ahead cum death,8/1/2020,Hawaii,27,26,31
MIT-ORC,7/27/2020,1 wk ahead cum death,8/1/2020,Idaho,170,156,184
MIT-ORC,7/27/2020,1 wk ahead cum death,8/1/2020,Illinois,7617,7590,7676
MIT-ORC,7/27/2020,1 wk ahead cum death,8/1/2020,Indiana,3009,2976,3042
MIT-ORC,7/27/2020,1 wk ahead cum death,8/1/2020,Iowa,861,836,886
MIT-ORC,7/27/2020,1 wk ahead cum death,8/1/2020,Kansas,344,331,358
MIT-ORC,7/27/2020,1 wk ahead cum death,8/1/2020,Kentucky,756,742,770
MIT-ORC,7/27/2020,1 wk ahead cum death,8/1/2020,Louisiana,3996,3896,4096
MIT-ORC,7/27/2020,1 wk ahead cum death,8/1/2020,Maine,121,119,125
MIT-ORC,7/27/2020,1 wk ahead cum death,8/1/2020,Maryland,3523,3490,3556
MIT-ORC,7/27/2020,1 wk ahead cum death,8/1/2020,Massachusetts,8551,8529,8605
MIT-ORC,7/27/2020,1 wk ahead cum death,8/1/2020,Michigan,6498,6442,6554
MIT-ORC,7/27/2020,1 wk ahead cum death,8/1/2020,Minnesota,1655,1644,1666
MIT-ORC,7/27/2020,1 wk ahead cum death,8/1/2020,Mississippi,1623,1576,1670
MIT-ORC,7/27/2020,1 wk ahead cum death,8/1/2020,Missouri,1316,1271,1361
MIT-ORC,7/27/2020,1 wk ahead cum death,8/1/2020,Montana,53,47,59
MIT-ORC,7/27/2020,1 wk ahead cum death,8/1/2020,National,153030,151455,154605
MIT-ORC,7/27/2020,1 wk ahead cum death,8/1/2020,Nebraska,328,316,350
MIT-ORC,7/27/2020,1 wk ahead cum death,8/1/2020,Nevada,830,782,878
MIT-ORC,7/27/2020,1 wk ahead cum death,8/1/2020,New Hampshire,415,409,421
MIT-ORC,7/27/2020,1 wk ahead cum death,8/1/2020,New Jersey,15880,15790,15970
MIT-ORC,7/27/2020,1 wk ahead cum death,8/1/2020,New Mexico,647,635,659
MIT-ORC,7/27/2020,1 wk ahead cum death,8/1/2020,New York,32651,32630,32712
MIT-ORC,7/27/2020,1 wk ahead cum death,8/1/2020,North Carolina,2017,1897,2137
MIT-ORC,7/27/2020,1 wk ahead cum death,8/1/2020,North Dakota,106,100,112
MIT-ORC,7/27/2020,1 wk ahead cum death,8/1/2020,Ohio,3508,3307,3801
MIT-ORC,7/27/2020,1 wk ahead cum death,8/1/2020,Oklahoma,554,529,579
MIT-ORC,7/27/2020,1 wk ahead cum death,8/1/2020,Oregon,316,305,327
MIT-ORC,7/27/2020,1 wk ahead cum death,8/1/2020,Pennsylvania,7236,7166,7306
MIT-ORC,7/27/2020,1 wk ahead cum death,8/1/2020,Rhode Island,1011,1002,1020
MIT-ORC,7/27/2020,1 wk ahead cum death,8/1/2020,South Carolina,1681,1543,1819
MIT-ORC,7/27/2020,1 wk ahead cum death,8/1/2020,South Dakota,129,123,136
MIT-ORC,7/27/2020,1 wk ahead cum death,8/1/2020,Tennessee,1111,1059,1163
MIT-ORC,7/27/2020,1 wk ahead cum death,8/1/2020,Texas,5841,5538,6144
MIT-ORC,7/27/2020,1 wk ahead cum death,8/1/2020,Utah,307,288,326
MIT-ORC,7/27/2020,1 wk ahead cum death,8/1/2020,Vermont,56,56,56
MIT-ORC,7/27/2020,1 wk ahead cum death,8/1/2020,Virginia,2145,2120,2170
MIT-ORC,7/27/2020,1 wk ahead cum death,8/1/2020,Washington,1588,1560,1616
MIT-ORC,7/27/2020,1 wk ahead cum death,8/1/2020,West Virginia,113,103,124
MIT-ORC,7/27/2020,1 wk ahead cum death,8/1/2020,Wisconsin,949,921,977
MIT-ORC,7/27/2020,1 wk ahead cum death,8/1/2020,Wyoming,27,25,32
MIT-ORC,7/27/2020,2 wk ahead cum death,8/8/2020,Alabama,1930,1807,2053
MIT-ORC,7/27/2020,2 wk ahead cum death,8/8/2020,Alaska,30,25,35
MIT-ORC,7/27/2020,2 wk ahead cum death,8/8/2020,Arizona,3982,3674,4290
MIT-ORC,7/27/2020,2 wk ahead cum death,8/8/2020,Arkansas,510,483,537
MIT-ORC,7/27/2020,2 wk ahead cum death,8/8/2020,California,10589,10051,11127
MIT-ORC,7/27/2020,2 wk ahead cum death,8/8/2020,Colorado,1908,1870,1946
MIT-ORC,7/27/2020,2 wk ahead cum death,8/8/2020,Connecticut,4423,4413,4452
MIT-ORC,7/27/2020,2 wk ahead cum death,8/8/2020,Delaware,603,579,698
MIT-ORC,7/27/2020,2 wk ahead cum death,8/8/2020,District of Columbia,597,589,605
MIT-ORC,7/27/2020,2 wk ahead cum death,8/8/2020,Florida,7803,7395,8211
MIT-ORC,7/27/2020,2 wk ahead cum death,8/8/2020,Georgia,4300,4046,4554
MIT-ORC,7/27/2020,2 wk ahead cum death,8/8/2020,Hawaii,28,26,33
MIT-ORC,7/27/2020,2 wk ahead cum death,8/8/2020,Idaho,201,181,221
MIT-ORC,7/27/2020,2 wk ahead cum death,8/8/2020,Illinois,7636,7590,7719
MIT-ORC,7/27/2020,2 wk ahead cum death,8/8/2020,Indiana,3107,3061,3153
MIT-ORC,7/27/2020,2 wk ahead cum death,8/8/2020,Iowa,888,853,923
MIT-ORC,7/27/2020,2 wk ahead cum death,8/8/2020,Kansas,354,335,373
MIT-ORC,7/27/2020,2 wk ahead cum death,8/8/2020,Kentucky,816,797,835
MIT-ORC,7/27/2020,2 wk ahead cum death,8/8/2020,Louisiana,4254,4113,4395
MIT-ORC,7/27/2020,2 wk ahead cum death,8/8/2020,Maine,122,119,127
MIT-ORC,7/27/2020,2 wk ahead cum death,8/8/2020,Maryland,3586,3539,3633
MIT-ORC,7/27/2020,2 wk ahead cum death,8/8/2020,Massachusetts,8567,8529,8643
MIT-ORC,7/27/2020,2 wk ahead cum death,8/8/2020,Michigan,6584,6505,6663
MIT-ORC,7/27/2020,2 wk ahead cum death,8/8/2020,Minnesota,1684,1669,1699
MIT-ORC,7/27/2020,2 wk ahead cum death,8/8/2020,Mississippi,1781,1714,1848
MIT-ORC,7/27/2020,2 wk ahead cum death,8/8/2020,Missouri,1447,1383,1511
MIT-ORC,7/27/2020,2 wk ahead cum death,8/8/2020,Montana,59,51,67
MIT-ORC,7/27/2020,2 wk ahead cum death,8/8/2020,National,159956,157728,162184
MIT-ORC,7/27/2020,2 wk ahead cum death,8/8/2020,Nebraska,338,316,369
MIT-ORC,7/27/2020,2 wk ahead cum death,8/8/2020,Nevada,941,873,1009
MIT-ORC,7/27/2020,2 wk ahead cum death,8/8/2020,New Hampshire,421,412,430
MIT-ORC,7/27/2020,2 wk ahead cum death,8/8/2020,New Jersey,15959,15833,16085
MIT-ORC,7/27/2020,2 wk ahead cum death,8/8/2020,New Mexico,681,664,698
MIT-ORC,7/27/2020,2 wk ahead cum death,8/8/2020,New York,32664,32630,32750
