model,forecast_date,target,target_week_end_date,location_name,point,quantile_0.025,quantile_0.25,quantile_0.75,quantile_0.975
Auquan,8/10/2020,1 wk ahead cum death,8/15/2020,Alabama,1972,1938,1960,1983,2003
Auquan,8/10/2020,1 wk ahead cum death,8/15/2020,Alaska,33,32,33,34,34
Auquan,8/10/2020,1 wk ahead cum death,8/15/2020,Arizona,4625,4552,4598,4649,4691
Auquan,8/10/2020,1 wk ahead cum death,8/15/2020,Arkansas,644,627,638,650,659
Auquan,8/10/2020,1 wk ahead cum death,8/15/2020,California,11518,11328,11458,11584,11708
Auquan,8/10/2020,1 wk ahead cum death,8/15/2020,Colorado,1957,1938,1950,1962,1971
Auquan,8/10/2020,1 wk ahead cum death,8/15/2020,Connecticut,4532,4517,4527,4537,4547
Auquan,8/10/2020,1 wk ahead cum death,8/15/2020,Delaware,621,616,619,622,625
Auquan,8/10/2020,1 wk ahead cum death,8/15/2020,District of Columbia,615,611,614,616,619
Auquan,8/10/2020,1 wk ahead cum death,8/15/2020,Florida,9423,9209,9347,9483,9607
Auquan,8/10/2020,1 wk ahead cum death,8/15/2020,Georgia,4637,4562,4613,4662,4707
Auquan,8/10/2020,1 wk ahead cum death,8/15/2020,Hawaii,38,37,38,38,39
Auquan,8/10/2020,1 wk ahead cum death,8/15/2020,Idaho,292,283,289,295,300
Auquan,8/10/2020,1 wk ahead cum death,8/15/2020,Illinois,8225,8162,8202,8246,8286
Auquan,8/10/2020,1 wk ahead cum death,8/15/2020,Indiana,3186,3161,3178,3195,3207
Auquan,8/10/2020,1 wk ahead cum death,8/15/2020,Iowa,1028,1012,1022,1033,1043
Auquan,8/10/2020,1 wk ahead cum death,8/15/2020,Kansas,441,431,438,445,451
Auquan,8/10/2020,1 wk ahead cum death,8/15/2020,Kentucky,843,831,839,847,854
Auquan,8/10/2020,1 wk ahead cum death,8/15/2020,Louisiana,4534,4488,4518,4548,4576
Auquan,8/10/2020,1 wk ahead cum death,8/15/2020,Maine,132,131,132,133,134
Auquan,8/10/2020,1 wk ahead cum death,8/15/2020,Maryland,3771,3738,3761,3781,3800
Auquan,8/10/2020,1 wk ahead cum death,8/15/2020,Massachusetts,8960,8919,8946,8971,8992
Auquan,8/10/2020,1 wk ahead cum death,8/15/2020,Michigan,6701,6671,6690,6711,6729
Auquan,8/10/2020,1 wk ahead cum death,8/15/2020,Minnesota,1818,1799,1811,1825,1836
Auquan,8/10/2020,1 wk ahead cum death,8/15/2020,Mississippi,2144,2114,2134,2152,2170
Auquan,8/10/2020,1 wk ahead cum death,8/15/2020,Missouri,1454,1434,1447,1461,1474
Auquan,8/10/2020,1 wk ahead cum death,8/15/2020,Montana,95,92,94,96,97
Auquan,8/10/2020,1 wk ahead cum death,8/15/2020,National,170704,169352,170220,171080,171944
Auquan,8/10/2020,1 wk ahead cum death,8/15/2020,Nebraska,402,392,398,405,410
Auquan,8/10/2020,1 wk ahead cum death,8/15/2020,Nevada,1083,1062,1076,1091,1103
Auquan,8/10/2020,1 wk ahead cum death,8/15/2020,New Hampshire,431,429,431,432,433
Auquan,8/10/2020,1 wk ahead cum death,8/15/2020,New Jersey,16211,16153,16191,16228,16262
Auquan,8/10/2020,1 wk ahead cum death,8/15/2020,New Mexico,728,721,726,731,735
Auquan,8/10/2020,1 wk ahead cum death,8/15/2020,New York,33548,33412,33505,33588,33654
Auquan,8/10/2020,1 wk ahead cum death,8/15/2020,North Carolina,2466,2418,2449,2480,2509
Auquan,8/10/2020,1 wk ahead cum death,8/15/2020,North Dakota,127,124,126,128,129
Auquan,8/10/2020,1 wk ahead cum death,8/15/2020,Ohio,3870,3836,3858,3880,3900
Auquan,8/10/2020,1 wk ahead cum death,8/15/2020,Oklahoma,692,677,686,696,705
Auquan,8/10/2020,1 wk ahead cum death,8/15/2020,Oregon,399,392,396,401,406
Auquan,8/10/2020,1 wk ahead cum death,8/15/2020,Pennsylvania,7545,7502,7530,7556,7581
